freq,size_emp,nace_r2,indic_is,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,ES	52.95 	53.94 	54.99 	56.16 	55.04 	57.48 	57.71 	58.08 	57.30 	59.07 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,EU15	55.70 	55.68 	56.32 	56.73 	55.51 	58.20 	57.57 	59.42 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,EU25	52.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,EU27_2007	50.25 	51.17 	51.69 	52.20 	50.46 	52.16 	52.98 	53.76 	55.02 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,EU27_2020	48.60 	49.64 	49.81 	50.80 	48.01 	49.25 	51.17 	51.57 	51.99 	53.22 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,EU28	50.17 	51.02 	51.60 	52.20 	50.40 	52.10 	52.92 	53.71 	54.96 	55.90 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,FI	72.35 	71.22 	72.12 	72.78 	75.54 	74.24 	76.38 	72.13 	76.61 	75.83 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,FR	53.09 	55.20 	55.54 	56.56 	54.43 	56.59 	: 	57.35 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,HR	40.61 	42.92 	42.76 	: 	44.63 	45.84 	47.26 	48.52 	50.00 	51.09 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,HU	38.14 	38.53 	39.91 	39.69 	40.99 	40.01 	42.82 	43.83 	45.59 	44.21 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,IE	55.19 	53.01 	54.37 	56.74 	52.59 	54.48 	53.89 	54.35 	54.95 	55.04 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,IS	100.00 	: 	: 	: 	: 	: 	: 	: 	100.00 	100.00 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,IT	44.67 	45.53 	46.79 	47.67 	46.41 	47.09 	48.30 	51.14 	54.72 	57.47 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,LT	31.72 	41.74 	40.68 	42.29 	40.04 	42.37 	45.64 	48.15 	50.01 	51.44 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,LV	26.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,ME	: 	: 	: 	: 	: 	: 	61.84 	60.46 	60.46 	55.50 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,MK	23.85 	26.45 	24.81 	25.41 	25.91 	26.37 	29.15 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,MT	45.58 	40.94 	43.56 	42.74 	46.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,NL	66.01 	65.09 	63.77 	64.84 	63.78 	66.06 	69.32 	72.65 	73.18 	73.60 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,NO	67.16 	71.35 	73.58 	72.71 	69.56 	69.78 	74.04 	74.63 	75.14 	76.49 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,PL	34.58 	39.09 	38.32 	40.40 	39.76 	39.89 	39.22 	42.04 	43.57 	44.65 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,PT	36.24 	35.34 	37.25 	40.46 	42.47 	41.85 	41.24 	40.37 	43.89 	44.26 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,RO	25.28 	28.01 	26.30 	25.74 	28.87 	29.12 	29.53 	30.10 	31.46 	32.12 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,RS	: 	: 	: 	: 	41.57 	: 	: 	43.21 	47.62 	49.69 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,SE	70.07 	: 	: 	: 	: 	: 	: 	76.76 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,SI	49.50 	51.18 	54.98 	52.45 	52.44 	52.27 	53.09 	52.29 	55.55 	52.88 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,SK	42.24 	44.05 	44.38 	45.78 	44.39 	45.04 	46.45 	45.22 	45.25 	47.60 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,TR	97.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,UK	61.61 	60.99 	64.90 	61.65 	62.52 	66.74 	62.97 	64.23 	67.07 	66.79 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,AT	: 	: 	49.46 	50.88 	50.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,BE	: 	: 	60.97 	: u	: u	58.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,BG	: 	: 	25.81 	26.30 	27.11 	26.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,CY	: 	: 	43.33 	43.29 	43.85 	41.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,CZ	: 	: 	41.18 	41.93 	45.23 	44.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,DE	: 	: 	58.18 	58.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,DK	: 	: 	: 	: 	: 	72.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EA	: 	: 	54.62 	55.65 	53.09 	54.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EE	: 	: 	45.94 	47.44 	46.65 	44.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EL	: 	: 	45.87 	46.11 	47.90 	49.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,ES	: 	: 	55.17 	56.41 	55.26 	57.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU15	: 	: 	56.51 	56.98 	55.59 	58.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU27_2007	: 	: 	52.11 	52.65 	50.74 	52.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU27_2020	: 	: 	50.26 	51.28 	48.32 	49.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU28	: 	: 	52.03 	52.65 	50.68 	52.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,FI	: 	: 	72.12 	72.78 	75.61 	74.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,FR	: 	: 	55.54 	56.56 	54.46 	56.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,HR	: 	: 	43.14 	: 	44.85 	46.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,HU	: 	: 	40.47 	40.39 	41.35 	41.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,IE	: 	: 	55.22 	57.27 	52.78 	54.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,IT	: 	: 	46.93 	47.88 	46.49 	47.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,LT	: 	: 	40.68 	42.29 	40.04 	42.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,MK	: 	: 	25.19 	25.72 	26.32 	26.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,MT	: 	: 	44.01 	43.31 	47.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,NL	: 	: 	63.77 	64.84 	63.78 	66.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,NO	: 	: 	74.16 	73.74 	69.77 	69.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,PL	: 	: 	38.83 	40.68 	40.00 	40.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,PT	: 	: 	37.25 	40.46 	42.47 	41.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,RO	: 	: 	28.41 	28.09 	30.40 	30.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,RS	: 	: 	: 	: 	41.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,SI	: 	: 	55.09 	52.49 	52.44 	52.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,SK	: 	: 	44.58 	46.22 	44.59 	45.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,UK	: 	: 	65.06 	61.87 	62.55 	66.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.65 	24.04 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,AT	44.31 	: 	43.13 	44.67 	45.92 	51.03 	52.05 	55.10 	52.60 	56.78 	62.12 	62.49 	64.46 	63.63 	64.49 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,BA	: 	: 	: 	: 	: 	: 	: 	: 	35.94 	37.04 	38.07 	42.06 	42.08 	45.07 	48.27 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,BE	58.29 	52.46 	50.73 	: u	: u	51.65 	53.23 	52.59 	54.60 	56.67 	62.92 	64.17 	65.09 	68.52 	71.30 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,BG	18.07 	21.84 	21.82 	23.52 	23.63 	23.96 	25.34 	25.32 	25.84 	27.49 	32.28 	35.67 	37.97 	38.42 	43.82 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,CY	33.25 	34.73 	36.38 	36.78 	37.20 	35.11 	39.12 	41.05 	42.23 	41.75 	47.19 	49.23 	55.51 	56.17 	55.55 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,CZ	33.56 	35.46 	35.78 	36.68 	38.68 	38.70 	34.84 	42.07 	43.34 	45.67 	47.64 	47.79 	51.22 	54.42 	53.75 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,DE	47.40 	49.48 	49.24 	49.34 	49.30 	50.96 	50.40 	51.15 	55.13 	56.20 	55.69 	59.08 	60.26 	62.36 	65.08 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,DK	65.12 	: 	66.60 	68.99 	70.20 	72.06 	72.13 	71.97 	73.49 	76.22 	77.45 	78.31 	80.40 	80.60 	81.23 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,EA	44.61 	45.88 	46.39 	47.50 	47.38 	48.93 	49.72 	50.89 	53.53 	55.17 	56.78 	58.82 	59.83 	61.04 	62.68 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,EE	43.35 	42.03 	43.02 	44.39 	43.81 	42.42 	43.44 	46.40 	47.98 	47.86 	52.53 	56.18 	57.37 	57.52 	60.50 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,EL	34.72 	35.75 	37.19 	39.84 	40.73 	42.80 	40.68 	40.59 	40.55 	40.47 	47.30 	53.07 	47.71 	48.78 	49.06 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,ES	44.29 	45.66 	47.31 	48.64 	47.22 	50.49 	51.64 	51.84 	51.63 	53.98 	57.18 	58.79 	58.54 	61.62 	61.22 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,EU15	47.02 	46.76 	48.99 	50.16 	50.43 	52.61 	52.60 	53.61 	56.52 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,EU25	44.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,EU27_2007	42.77 	42.78 	45.15 	46.31 	46.82 	48.53 	48.56 	49.90 	52.59 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,EU27_2020	41.16 	42.66 	43.59 	44.79 	45.15 	46.46 	46.99 	48.47 	50.97 	52.59 	54.85 	57.12 	58.30 	59.63 	61.43 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,EU28	42.70 	42.66 	45.08 	46.28 	46.78 	48.49 	48.53 	49.86 	52.54 	53.93 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,FI	64.74 	63.80 	63.87 	64.30 	69.83 	68.19 	70.66 	67.82 	71.97 	71.42 	79.58 	81.75 	82.50 	84.41 	85.44 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,FR	43.42 	45.74 	46.95 	48.57 	47.66 	49.69 	50.81 	51.66 	56.82 	58.98 	58.56 	58.84 	56.11 b	57.15 	59.23 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,HR	34.70 	36.93 	37.47 	42.14 	41.90 	43.05 	43.79 	44.72 	46.36 	47.79 	50.61 	57.77 	55.95 	56.89 	59.43 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,HU	30.70 	25.09 	33.13 	32.66 	35.24 	34.35 	38.06 	39.17 	40.35 	40.04 	41.67 	50.27 	52.46 	54.80 	57.97 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,IE	47.70 	45.93 	47.04 	49.57 	42.90 	43.85 	49.95 	50.18 	50.63 	51.61 	56.07 	58.88 	62.15 	69.07 	65.28 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,IS	99.12 	: 	100.00 	100.00 	100.00 	: 	: 	: 	: 	: 	100.00 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,IT	35.35 	37.24 	38.80 	38.93 	39.95 	40.66 	41.97 	45.23 	48.15 	51.05 	53.14 	54.23 	57.55 	56.52 	58.72 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,LT	29.49 	39.47 	37.26 	39.64 	37.71 	39.78 	42.53 	44.67 	46.03 	46.88 	54.22 	61.06 	61.91 	63.70 	57.52 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,LU	57.85 	56.28 	: c	53.76 	44.87 	45.63 	46.67 	47.13 	46.55 	48.85 	55.04 	57.26 	60.82 	61.47 	60.62 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,LV	24.66 	38.70 	38.86 	41.57 	40.48 	: u	36.14 	38.50 	40.22 	40.67 	42.67 	50.32 	52.05 	64.04 	59.83 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,ME	: 	: 	: 	: 	: 	: 	54.24 	49.78 	53.18 	49.49 	52.18 	59.00 	57.38 	69.08 	71.76 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,MK	19.60 	21.44 	21.05 	21.29 	22.32 	23.55 	25.39 	: 	: 	: 	31.99 	34.75 	: u	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,MT	34.48 	31.89 	35.35 	35.80 	39.87 	44.11 	42.30 	43.20 	46.20 	53.40 	54.60 	56.96 	57.83 	60.42 	61.46 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,NL	60.10 	57.62 	56.12 	58.40 	60.04 	61.36 	64.48 	68.98 	68.82 	69.73 	71.24 	72.43 	76.00 	75.83 	77.96 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,NO	63.93 	67.59 	70.05 	68.99 	65.15 	66.04 	70.57 	70.92 	70.62 	72.55 	80.39 	81.68 	84.79 	87.57 	86.90 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,PL	30.82 	34.38 	34.14 	35.99 	36.13 	36.23 	36.43 	38.44 	40.55 	41.66 	47.53 	50.02 	51.59 	51.92 	55.19 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,PT	29.94 	30.06 	31.81 	34.88 	37.08 	36.44 	35.90 	36.39 	38.11 	38.09 	42.67 	45.01 	47.75 	47.28 	51.18 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,RO	22.30 	25.10 	23.68 	23.71 	27.26 	27.49 	26.66 	27.83 	29.00 	29.65 	33.32 	35.56 	37.81 	39.34 	40.54 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,RS	: 	: 	: 	: 	36.78 	: 	: 	40.83 	44.20 	45.89 	50.04 	53.86 	55.69 	57.97 	61.51 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,SE	62.44 	64.84 	68.48 	70.72 	73.47 	73.19 	74.50 	73.52 	77.36 	80.92 	84.08 	84.32 	83.44 	86.52 b	86.22 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,SI	43.50 	44.08 	47.42 	45.40 	43.48 	45.63 	48.60 	48.60 	50.03 	49.17 	53.89 	56.34 	62.94 	58.63 	62.01 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,SK	38.00 	37.38 	38.50 	40.22 	39.49 	39.88 	42.00 	40.28 	41.19 	43.83 	48.00 	46.73 	50.31 	48.32 	56.39 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,TR	23.27 	: 	: 	: 	: 	23.68 	23.35 	23.18 	23.03 	21.90 	: 	42.27 	49.74 	52.33 	52.77 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP,UK	54.20 	: 	56.62 	56.94 	58.28 	63.42 	59.41 	59.84 	63.91 	63.67 	64.70 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,AT	86.56 	: 	87.55 	87.89 	90.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BA	: 	: 	: 	: 	: 	: 	: 	: 	91.09 	92.89 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BE	84.20 	83.75 	83.52 	: u	: u	88.80 	89.14 	89.08 	90.63 	92.28 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BG	86.98 	87.04 	87.53 	91.59 	88.71 	90.95 	91.19 	92.04 	92.31 	93.00 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,CY	82.62 	85.35 	84.06 	85.05 	84.99 	84.62 	83.70 	85.76 	90.45 	90.94 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,CZ	88.13 	89.90 	87.47 	87.94 	85.92 	88.36 	69.14 	89.75 	89.25 	89.75 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,DE	80.71 	84.81 	85.16 	85.08 	: 	: 	88.48 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,DK	: 	: 	: 	: 	: 	100.00 	: 	: 	73.49 	76.22 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EA	82.79 	84.43 	85.25 	85.69 	87.92 	88.24 	89.14 	90.49 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EE	93.87 	93.79 	94.30 	94.38 	94.64 	95.06 	94.33 	95.34 	95.05 	94.80 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EL	83.24 	80.21 	82.28 	86.60 	85.62 	86.57 	87.31 	90.59 	89.59 	92.46 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,ES	83.65 	84.64 	86.05 	86.61 	85.79 	87.85 	89.47 	89.27 	90.09 	91.39 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU15	83.85 	84.36 	85.55 	86.85 	89.32 	90.28 	90.19 	91.42 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU25	84.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU27_2007	84.52 	84.80 	85.98 	87.19 	89.40 	90.30 	89.46 	91.36 	91.31 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU27_2020	83.93 	84.82 	85.78 	86.26 	88.47 	89.10 	88.44 	90.91 	90.06 	90.97 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU28	84.53 	84.82 	86.00 	87.19 	89.44 	90.33 	89.48 	91.37 	91.32 	92.00 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,FI	89.48 	89.57 	88.55 	88.34 	92.45 	91.86 	92.51 	94.02 	93.95 	94.18 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,FR	81.80 	82.85 	84.54 	85.87 	87.56 	87.81 	: 	90.08 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,HR	85.44 	86.05 	87.62 	: 	93.89 	93.91 	92.67 	92.17 	92.72 	93.54 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,HU	80.50 	65.13 	83.02 	82.28 	85.96 	85.84 	88.87 	89.38 	88.49 	90.58 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,IE	86.42 	86.64 	86.52 	87.36 	81.57 	80.50 	92.69 	92.34 	92.14 	93.77 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,IS	99.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,IT	79.12 	81.78 	82.92 	81.66 	86.09 	86.35 	86.91 	88.45 	87.99 	88.83 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,LT	92.97 	94.56 	91.59 	93.71 	94.19 	93.87 	93.18 	92.78 	92.03 	91.13 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,LV	93.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,ME	: 	: 	: 	: 	: 	: 	87.71 	82.33 	87.96 	89.17 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,MK	82.18 	81.03 	84.84 	83.79 	86.14 	89.32 	87.11 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,MT	75.65 	77.89 	81.15 	83.76 	85.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,NL	91.05 	88.52 	87.99 	90.07 	94.14 	92.89 	93.03 	94.94 	94.05 	94.74 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,NO	95.19 	94.72 	95.21 	94.88 	93.66 	94.65 	95.32 	95.04 	93.98 	94.84 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,PL	89.12 	87.96 	89.10 	89.10 	90.87 	90.81 	92.88 	91.42 	93.08 	93.31 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,PT	82.63 	85.06 	85.40 	86.21 	87.32 	87.07 	87.04 	90.12 	86.84 	86.07 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,RO	88.22 	89.60 	90.02 	92.11 	94.44 	94.41 	90.27 	92.45 	92.20 	92.32 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,RS	: 	: 	: 	: 	88.48 	: 	: 	94.49 	92.81 	92.36 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,SE	89.10 	: 	: 	: 	: 	: 	: 	95.77 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,SI	87.88 	86.13 	86.24 	86.57 	82.91 	87.30 	91.55 	92.96 	90.06 	92.99 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,SK	89.97 	84.86 	86.75 	87.85 	88.98 	88.55 	90.41 	89.08 	91.02 	92.09 	: 	: 	: 	: 	: 
